n,name,shortname,standard,verdict,filters_passed,mean,max,match.var,match,RT.var,RT,count.air,freq.air,count.floral,freq.floral,count.leaf,freq.leaf,count.ambient,freq.ambient,filter_RT,filter_match,filter_freq.floral,filter_contaminant,filter_area,filter_ambient_ratio,ambient_ratio,filter_ambient_ttest,filter_final
115,(Z)-1-Methyl-4-(6-methylhept-5-en-2-ylidene)cyclohex-1-ene,,,,5,9053,1091265,0.0014,0.80,0.47,15.95,0,0.000,4,0.017,1.000,0.019,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
116,"(Z)-1,3-Butadien-1-ol",,,,3,4382,176207,0.0013,0.85,0.00,2.64,1,0.021,11,0.046,2.000,0.038,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,1.5,tTestFail,FALSE
117,(Z)-2-Heptene,,,,4,14,3427,NA,0.71,NA,4.88,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
118,"(Z)-3,7-Dimethyl-2,7-octadien-1-ol, propanoate(ester)",,,,4,10917,2555997,0.0061,0.78,0.02,8.80,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
119,(Z)-Isobutyl non-3-enyl carbonate,,,,4,972,233185,NA,0.73,NA,8.62,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
120,(Z)-Methyl hexadec-11-enoate,,,,3,7171,1721148,NA,0.72,NA,21.17,0,0.000,1,0.004,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
121,(Z)-Non-3-en-1-yl propyl carbonate,,,,2,128,30824,0.0025,0.79,0.00,15.97,1,0.021,1,0.004,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.3,tTestFail,FALSE
122,"(Z),(Z)-2,4-Hexadiene",,,,4,9741,277321,0.0030,0.85,0.00,2.54,5,0.106,29,0.121,1.000,0.019,5,0.1063829787,OK,OK,OK,OK,Low,AmRatioFail,1.4,tTestFail,FALSE
123,(Z)6-Pentadecen-1-ol,,,,4,115,27557,NA,0.76,NA,15.97,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
124,"[1,1'-Bicyclohexyl]-2-one",,,,3,22018,2043602,0.001200,0.73,0.0000,21.48,0,0.000,3,0.013,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
1957,Butylated Hydroxytoluene,,,cont,6,625986,4267562,0.0018,0.92,0.00,15.90,45,0.957,225,0.938,49.000,0.925,45,0.9574468085,OK,OK,OK,OK,OK,AmRatioFail,1.8,OK,FALSE
126,"[1,1'-Bicyclopentyl]-2,2'-dione, (R*,R*)-(.+-.)-",,,,4,46,10981,NA,0.71,NA,10.62,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
127,"[1,1'-Bicyclopropyl]-2-octanoic acid, 2'-hexyl-, methyl ester",,,,4,242,57994,NA,0.71,NA,13.73,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
128,"[1,1':3',1''-Terphenyl]-2'-ol",,,,4,844843,4878657,0.002741,0.855,0.0000,22.01,20,0.426,91,0.379,43.000,0.811,20,0.4255319149,High,OK,OK,OK,OK,AmRatioFail,1.1,tTestFail,FALSE
129,"[1,3]Thiazinane-4-carboxylic acid, 3-methyl-",,,,4,335,80328,NA,0.71,NA,8.74,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
130,1-(1-Hydroxy-1-methyl-ethyl)-cyclobutanecarboxylic acid,,,,4,375,89932,NA,0.73,NA,3.41,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
131,1-(1-Methoxypropan-2-yloxy)propan-2-yl acetate,,,,2,78,18743,0.0002,0.76,0.01,8.70,1,0.021,1,0.004,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
132,1-(1'-pyrrolidinyl)-2-propanone,,,,5,440,105620,NA,0.90,NA,7.41,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
133,"1-(10,10-Dimethyl-3,3-dioxo-3-thia-4-azatricyclo[5.2.1.0(1,5)]dec-4-yl)-3-methylpent-4-en-1-one",,,,2,0,0,NA,0.73,NA,10.32,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
134,1-(2-Ethyl-3-cyclohexenyl)ethanol,,,,2,0,0,NA,0.72,NA,8.69,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
135,1-(2-Methylallyl)azetidine,,,,3,56,13479,NA,0.71,NA,18.12,0,0.000,1,0.004,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
136,1-(2-Methylenecyclopentyl)-1-phenylethanol,,,,4,284,42795,0.0009,0.76,0.00,9.80,0,0.000,2,0.008,3.000,0.057,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
137,1-(2-Tetrahydrofurylmethyl)piperidine,,,,4,425,102106,NA,0.77,NA,7.13,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
138,"1-(2,6-Dimethyl-4-propoxyphenyl)propan-1-one",,,,1,0,0,NA,0.72,NA,18.25,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,High,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
139,1-(6-Methyl-2-piperidyl)propan-2-one,,,,4,5183,844024,0.0002,0.76,0.00,8.21,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
140,1-(Ethenesulfonyl)dodecane,,,,4,2996,431806,0.0005,0.80,0.00,8.21,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
141,1-(Nitromethyl)-cyclohexanol,,,,3,8794,715030,0.0004,0.78,0.00,6.49,1,0.021,11,0.046,2.000,0.038,1,0.02127659574,OK,Low,Rare,OK,Low,OK,5.3,tTestFail,FALSE
142,1-{Bicyclo[2.2.1]heptan-2-yl}ethanone,,,,4,307,73697,NA,0.71,NA,12.66,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
143,1-Acetyl-2-(2'-oxo-propyl)-cyclopentane,,,,4,5058,581023,0.0014,0.77,1.79,11.35,0,0.000,4,0.017,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
144,"1-Adamantanecarboxylic acid, 2-octyl ester",,,,3,1532,253156,0.000050,0.715,0.0008,18.19,0,0.000,2,0.008,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
145,"1-Adamantanecarboxylic acid, 2-tridecyl ester",,,,3,2489,269107,0.001158,0.75,0.0003,18.18,0,0.000,4,0.017,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
146,"1-Adamantanecarboxylic acid, 4-pentadecyl ester",,,,1,0,0,NA,0.75,NA,18.17,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,High,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
147,"1-Adamantanecarboxylic acid, 5-tetradecyl ester",,,,3,1280,307123,NA,0.73,NA,18.21,0,0.000,1,0.004,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
148,"1-Adamantanecarboxylic acid, undec-10-enyl ester",,,,3,1390,333688,NA,0.72,NA,18.22,0,0.000,1,0.004,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
149,"1-Allopregnene-3,20-dione",,,,1,6133,1471925,0.000200,0.72,0.0000,18.78,1,0.021,1,0.004,0.000,0.000,1,0.02127659574,High,Low,Rare,OK,Low,AmRatioFail,1.1,tTestFail,FALSE
150,1-Amino-4-methylpiperazine,,,,2,0,0,NA,0.70,NA,9.19,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
151,1-Aminocyclopentane hydroxamic acid,,,,2,3406,558814,0.0001,0.79,0.00,12.91,2,0.043,4,0.017,1.000,0.019,2,0.04255319149,OK,Low,Rare,OK,Low,AmRatioFail,0.3,tTestFail,FALSE
152,"1-Azabicyclo[3.2.1]octan-6-ol,",,,,5,764,183383,NA,0.80,NA,9.98,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
153,1-Benzoyl-2-t-butyl-3-methyl-5-vinylimidazolidin-4-one,,,,3,11673,1278630,0.000233,0.73,0.0000,19.39,0,0.000,3,0.013,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
154,1-Benzoyl-3-(tetrahydro-furan-2-ylmethyl)-thiourea,,,,4,3228,208751,0.0003,0.77,0.00,9.68,0,0.000,4,0.017,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
155,1-Benzoyloxy-2-formyloxybenzene,,,,2,364,87361,0.0061,0.77,5.32,16.04,1,0.021,1,0.004,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.5,tTestFail,FALSE
156,"1-Bromo-3,5,5-trimethylhexane",,,,4,1609,220834,0.0000,0.74,0.00,13.42,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
157,"1-Butanamine, N-(1-propylbutylidene)-",,,,4,596,143024,NA,0.72,NA,13.25,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
158,"1-Butanamine, N-butylidene-",,,,2,2200,280238,0.0001,0.79,1.05,6.88,1,0.021,2,0.008,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.5,tTestFail,FALSE
159,"1-Butanamine, N-nitro-N-propyl-",,,,4,642,123556,0.0001,0.72,5.24,9.07,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
160,1-Butanol,,,,4,101778,1088545,0.0003,0.88,0.00,2.78,11,0.234,34,0.142,1.000,0.019,11,0.2340425532,OK,OK,OK,OK,Low,AmRatioFail,0.6,tTestFail,FALSE
161,"1-Butanol, 2,3-dimethyl-",,,,2,2942,321327,0.0018,0.79,0.25,8.70,1,0.021,12,0.050,5.000,0.094,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.1,tTestFail,FALSE
807,2-Methyltetradecan-2-ol,,,cont,6,404881,11109163,0.003034,0.92,0.3756,17.21,10,0.213,84,0.350,9.000,0.170,10,0.2127659574,High,OK,OK,OK,OK,OK,6.2,OK,FALSE
163,"1-Butanol, 3-methyl-, benzoate",,,,4,548,131425,NA,0.72,NA,14.41,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
164,"1-Butanol, 3-methyl-, propanoate",,,,2,176,42308,0.0013,0.74,0.00,6.20,1,0.021,1,0.004,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.2,tTestFail,FALSE
165,"1-Butanol, 4-(butylnitrosoamino)-",,,,3,2440,585706,0.0001,0.81,0.00,6.87,1,0.021,1,0.004,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,0.6,tTestFail,FALSE
166,"1-Butanol, 4-(hexyloxy)-",,,,4,153,36779,NA,0.71,NA,15.22,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
167,"1-Butanol, TBDMS derivative",,,,4,1282,307568,NA,0.71,NA,12.38,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
168,"1-Butanone, 1-phenyl-",,,,2,0,0,0.0072,0.79,0.00,12.42,1,0.021,0,0.000,1.000,0.019,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
169,"1-Butanone, 3-methyl-2-nitro-1-phenyl",,,,3,2677,372542,0.000450,0.765,0.0000,19.39,0,0.000,2,0.008,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
170,"1-Butene-1,4-diol, diacetate",,,,4,1932,463608,NA,0.78,NA,2.13,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
171,"1-Butene, 2-ethyl-3-methyl-",,,,3,967,67211,0.0017,0.82,0.00,5.75,1,0.021,7,0.029,1.000,0.019,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,1.0,tTestFail,FALSE
172,"1-Butene, 2,3-dimethyl-",,,,3,444,46717,0.0057,0.81,3.35,5.88,1,0.021,3,0.013,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
173,"1-Butene, 2,3,3-trimethyl-",,,,4,203,48734,NA,0.78,NA,7.65,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
174,"1-Butene, 4-butoxy-",,,,5,192,46195,NA,0.82,NA,6.71,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
175,1-Butoxy-2-ethylhexane,,,,5,1219,100010,0.0001,0.85,0.00,4.84,0,0.000,4,0.017,1.000,0.019,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
176,"1-Butoxy-2,4-dimethyl-2-pentene",,,,4,3676,882340,NA,0.71,NA,16.91,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
177,1-Butylcyclopentanol,,,,2,592,142009,0.0002,0.78,0.00,10.91,1,0.021,1,0.004,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.2,tTestFail,FALSE
178,"1-Butyne, 4-methoxy-",,,,4,8184,334018,0.0005,0.77,0.00,2.94,0,0.000,13,0.054,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
179,1-Chloro-1-n-decyloxy-1-silacyclopentane,,,,3,9860,2366474,NA,0.75,NA,21.49,0,0.000,1,0.004,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
180,1-Chloro-3-methoxypropan-2-yl acetate,,,,2,7476,279676,0.0013,0.79,0.00,2.94,3,0.064,15,0.063,3.000,0.057,3,0.06382978723,OK,Low,Rare,OK,Low,AmRatioFail,1.1,tTestFail,FALSE
181,1-Chloro-4-(1-ethoxyethoxy)-2-methylbut-2-ene,,,,4,632,151713,NA,0.74,NA,3.69,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
182,1-Chloro-9-phenylnonane,,,,4,1694,406637,NA,0.79,NA,4.34,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
183,1-Chloroeicosane,,,,4,48849,3196645,0.0014,0.80,11.51,15.70,1,0.021,7,0.029,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,OK,29.2,tTestFail,FALSE
184,1-Chloroundecane,,,,4,1073,257535,0.0025,0.74,4.23,9.05,0,0.000,1,0.004,1.000,0.019,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
185,"1-Cyclohexanone, 3,5,5-trimethyl-3-vinyl-",,,,2,697,167164,0.0002,0.73,0.00,13.72,1,0.021,1,0.004,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.3,tTestFail,FALSE
186,"1-Cyclohexyl-2-buten-1-ol (c,t)",,,,4,2825,126829,0.0003,0.75,0.86,8.69,0,0.000,8,0.033,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
187,"1-Cyclohexyl-2,2-dimethyl-1-propanol acetate",,,,4,402,96393,NA,0.70,NA,13.05,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
188,1-Cyclohexyl-3-nitropentan-1-ol,,,,4,1283,228035,0.0013,0.74,17.98,13.90,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
189,"1-Cyclohexylethanol, n-propyl ether",,,,4,365,87662,NA,0.73,NA,7.80,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
190,1-Cyclohexylnonene,,,,4,633,151869,NA,0.72,NA,12.42,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
191,1-Cyclopentyleicosane,,,,3,100792,2553820,0.001442,0.8,8.5248,22.10,5,0.106,35,0.146,8.000,0.151,5,0.1063829787,High,OK,OK,OK,Low,AmRatioFail,0.9,tTestFail,FALSE
192,1-Cyclopropyl-1-methyl-ethylamine,,,,4,1028,148154,0.0001,0.77,0.00,12.92,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
193,1-Decanol,,,,5,135114,4390997,0.0027,0.89,0.20,12.58,20,0.426,113,0.471,38.000,0.717,20,0.4255319149,OK,OK,OK,OK,OK,AmRatioFail,1.8,tTestFail,FALSE
194,"1-Decanol, 2-ethyl-",,,,3,14484,2010056,0.0012,0.80,4.95,10.54,3,0.064,7,0.029,1.000,0.019,3,0.06382978723,OK,OK,Rare,OK,Low,AmRatioFail,3.1,tTestFail,FALSE
195,"1-Decanol, 2-hexyl-",,,cont,4,46076,3957180,0.0011,0.85,5.21,14.95,1,0.021,15,0.063,2.000,0.038,1,0.02127659574,OK,OK,Rare,OK,Low,OK,11.1,tTestFail,FALSE
196,"1-Decanol, 2-methyl-",,,,4,5840,600912,0.0030,0.81,2.20,11.78,2,0.043,8,0.033,1.000,0.019,2,0.04255319149,OK,OK,Rare,OK,Low,OK,5.2,tTestFail,FALSE
197,"1-Decanol, 2-octyl-",,,,5,149438,4268946,0.0019,0.88,1.44,15.25,6,0.128,35,0.146,0.000,0.000,6,0.1276595745,OK,OK,OK,OK,OK,AmRatioFail,2.1,tTestFail,FALSE
198,1-Decene,,,,4,378,90811,NA,0.78,NA,12.80,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
199,"1-Decene, 2,4-dimethyl-",,,,4,2665,237155,0.0002,0.80,0.00,9.70,0,0.000,4,0.017,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
200,"1-Decene, 3,3,4-trimethyl-",,,,3,25159,2351049,0.0016,0.81,4.11,16.67,3,0.064,8,0.033,0.000,0.000,3,0.06382978723,OK,OK,Rare,OK,Low,AmRatioFail,1.4,tTestFail,FALSE
201,"1-Decene, 3,4-dimethyl-",,,,4,1665,217276,0.0043,0.81,1.88,11.37,1,0.021,4,0.017,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,OK,5.0,tTestFail,FALSE
202,"1-Decene, 4-methyl-",,,,2,274,38314,0.0005,0.76,1.39,7.20,1,0.021,2,0.008,1.000,0.019,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,2.0,tTestFail,FALSE
203,1-Decyn-4-ol,,,,3,68011,3540047,0.0003,0.86,0.00,12.20,2,0.043,5,0.021,0.000,0.000,2,0.04255319149,OK,OK,Rare,OK,Low,AmRatioFail,0.5,tTestFail,FALSE
204,1-Dimethylthexylsilyloxybutane,,,,4,2248,539540,NA,0.71,NA,12.36,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
205,"1-Dodecanamine, N,N-dimethyl-",,,,5,947,130497,0.0009,0.88,0.00,15.71,0,0.000,2,0.008,1.000,0.019,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
206,1-Dodecanol,,,,5,402262,10031373,0.0031,0.91,4.03,12.61,20,0.426,92,0.383,24.000,0.453,20,0.4255319149,OK,OK,OK,OK,OK,AmRatioFail,1.8,tTestFail,FALSE
207,"1-Dodecanol, 2-hexyl-",,,,3,28548,2240427,0.0012,0.86,8.80,14.67,2,0.043,10,0.042,2.000,0.038,2,0.04255319149,OK,OK,Rare,OK,Low,AmRatioFail,1.5,tTestFail,FALSE
208,"1-Dodecanol, 2-methyl-, (S)-",,,,4,2899,574764,0.0005,0.74,16.02,15.05,0,0.000,3,0.013,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
209,"1-Dodecanol, 2-octyl-",,,,2,33566,2050146,0.001185,0.86,8.5819,17.05,3,0.064,8,0.033,0.000,0.000,3,0.06382978723,High,OK,Rare,OK,Low,AmRatioFail,0.4,tTestFail,FALSE
210,"1-Dodecanol, 3,7,11-trimethyl-",,,,2,7233,1273101,0.0040,0.76,4.95,12.28,2,0.043,3,0.013,1.000,0.019,2,0.04255319149,OK,Low,Rare,OK,Low,AmRatioFail,0.4,tTestFail,FALSE
211,1-Dodecen-3-ol,,,,4,184,44229,0.0008,0.75,34.28,10.51,0,0.000,1,0.004,1.000,0.019,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
212,1-Dodecyn-4-ol,,,,2,2606,428253,0.0001,0.79,0.00,9.97,1,0.021,2,0.008,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.2,tTestFail,FALSE
213,1-Eicosene,,,,2,20898,1558875,0.002830,0.815,0.8662,21.36,1,0.021,5,0.021,0.000,0.000,1,0.02127659574,High,OK,Rare,OK,Low,AmRatioFail,0.6,tTestFail,FALSE
214,1-Ethyl-2-trifluoroacetoxycyclohexane,,,,4,868,208353,NA,0.75,NA,11.80,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
215,1-Ethyl-4-methylcyclohexane,,,,2,220,52907,0.0016,0.78,0.07,6.79,2,0.043,1,0.004,0.000,0.000,2,0.04255319149,OK,Low,Rare,OK,Low,AmRatioFail,0.1,tTestFail,FALSE
216,1-Ethyladamantane,,,,3,673,161485,NA,0.7,NA,18.22,0,0.000,1,0.004,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
217,1-Ethylcyclopentene,,,,5,391,93831,NA,0.90,NA,4.43,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
218,1-Fluorononane,,,,5,170,40837,NA,0.80,NA,10.85,0,0.000,1,0.004,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
219,1-Fluorooctane,,,,3,3865,671060,0.0004,0.85,0.00,4.62,1,0.021,2,0.008,1.000,0.019,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,0.4,tTestFail,FALSE
220,1-Heneicosanol,,,,3,35209,3107703,0.005421,0.85,3.2675,20.17,1,0.021,7,0.029,0.000,0.000,1,0.02127659574,High,OK,Rare,OK,Low,OK,17.9,tTestFail,FALSE
221,1-Heneicosyl formate,,,,2,65255,1829161,0.002739,0.825,4.1413,21.20,4,0.085,18,0.075,15.000,0.283,4,0.08510638298,High,OK,Rare,OK,Low,AmRatioFail,0.9,tTestFail,FALSE
222,1-Heptacosanol,,,,3,224567,2455830,0.004381,0.86,2.0053,21.35,13,0.277,41,0.171,12.000,0.226,13,0.2765957447,High,OK,OK,OK,Low,AmRatioFail,0.6,tTestFail,FALSE
223,1-Heptadec-1-ynyl-cyclohexanol,,,,3,3863,389097,0.000433,0.73,0.9365,18.20,0,0.000,3,0.013,0.000,0.000,0,0,High,Low,Rare,OK,Low,OK,Inf,OK,FALSE
224,1-Heptadec-1-ynyl-cyclopentanol,,,,4,371,89139,NA,0.70,NA,12.43,0,0.000,1,0.004,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
225,1-Heptanol,,,,4,124533,575393,0.0011,0.86,0.00,7.84,20,0.426,119,0.496,10.000,0.189,20,0.4255319149,OK,OK,OK,OK,Low,AmRatioFail,1.2,tTestFail,FALSE
226,"1-Heptanol, 2-propyl-",,,,3,8516,1832676,0.0012,0.81,0.55,10.50,2,0.043,5,0.021,0.000,0.000,2,0.04255319149,OK,OK,Rare,OK,Low,AmRatioFail,0.5,tTestFail,FALSE
60,"(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene",a-pinene,alpha_Pinene,fvoc,7,1646032,15246203,0.0035,0.96,0.47,7.25,41,0.872,228,0.950,47.000,0.887,41,0.8723404255,OK,OK,OK,OK,OK,OK,4.4,OK,TRUE
228,"1-Heptanol, 2,4-dimethyl-,",,,,2,2614,231733,0.0011,0.78,2.96,9.68,2,0.043,7,0.029,3.000,0.057,2,0.04255319149,OK,Low,Rare,OK,Low,AmRatioFail,0.9,tTestFail,FALSE
229,"1-Heptanol, 2,4-dimethyl-, (R,R)-(+)-",,,,5,869,102051,0.0007,0.80,4.16,9.97,0,0.000,3,0.013,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
230,"1-Heptanol, 3-methyl-",,,,2,4058,383058,0.0018,0.78,1.65,11.23,2,0.043,7,0.029,1.000,0.019,2,0.04255319149,OK,Low,Rare,OK,Low,AmRatioFail,1.1,tTestFail,FALSE
231,"1-Heptanol, 4-methyl-",,,,5,472,85826,0.0072,0.80,18.18,5.91,0,0.000,2,0.008,0.000,0.000,0,0,OK,OK,Rare,OK,Low,OK,Inf,OK,FALSE
232,"1-Heptanol, 6-methyl-",,,,3,302,58729,0.0019,0.81,0.82,10.25,1,0.021,2,0.008,3.000,0.057,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,0.2,tTestFail,FALSE
233,1-Heptatriacotanol,,,,2,197938,4047375,0.000883,0.72,0.6277,20.64,3,0.064,23,0.096,4.000,0.075,3,0.06382978723,High,Low,Rare,OK,OK,AmRatioFail,1.3,tTestFail,FALSE
234,1-Heptene,,,,3,2011,177038,0.0024,0.87,0.00,3.08,1,0.021,4,0.017,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,0.5,tTestFail,FALSE
235,"1-Heptene, 2-isohexyl-6-methyl-",,,,2,0,0,NA,0.71,NA,10.38,1,0.021,0,0.000,0.000,0.000,1,0.02127659574,OK,Low,Rare,OK,Low,AmRatioFail,0.0,tTestFail,FALSE
236,"1-Heptene, 2,6-dimethyl-",,,,3,1238,170340,0.0041,0.80,4.10,10.58,2,0.043,4,0.017,1.000,0.019,2,0.04255319149,OK,OK,Rare,OK,Low,AmRatioFail,1.4,tTestFail,FALSE
237,"1-Heptene, 2,6,6-trimethyl-",,,,4,2480,483209,0.0013,0.75,0.00,10.28,0,0.000,2,0.008,0.000,0.000,0,0,OK,Low,Rare,OK,Low,OK,Inf,OK,FALSE
238,"1-Heptene, 3-methyl-",,,,3,903,216681,0.0001,0.88,0.00,4.62,1,0.021,1,0.004,0.000,0.000,1,0.02127659574,OK,OK,Rare,OK,Low,AmRatioFail,0.1,tTestFail,FALSE
